"student_id","student_names","phone_no","math","physics","chemistry","grade","comment","roll_no","student_address","school_id"
4124,Michael Brooks,9446362594,85,66,61,B,Average Performance,557540.0,"0928 Christina Crest Suite 559, Bushberg, VI 64013",5
4125,Mrs. Julie Sanchez,9799568090,23,34,87,D,Poor Pursuance,581781.0,"00435 William Throughway Suite 044, Chavezport, ND 01222",5
4126,Thomas Hinton,9159653613,85,58,90,B+,Good Pursuance,587235.0,"2575 Zachary Roads, Brownberg, VT 14719",5
4127,Jake Murphy,9775643896,31,54,19,D,Poor Pursuance,590391.0,"6998 Ricardo Cliff, South Karlaville, AL 55984",5
4128,Evelyn Mueller MD,9635760004,26,72,88,B,Average Performance,509108.0,"76965 Vargas Knoll, West Melissatown, MH 58588",5
4129,Melissa Lawson,9934624879,54,19,33,D,Poor Pursuance,540693.0,"USCGC Gonzalez, FPO AE 57398",5
4130,Ms. Mary Vincent DVM,9507426832,87,56,69,B,Average Performance,591663.0,"1412 Casey Trail, North Matthewfort, WV 87678",5
4131,Sharon Dickerson,9274939326,80,66,99,A,Very Good Achivement,597516.0,"Unit 8195 Box 8817, DPO AP 99344",5
4132,Bruce Gardner,9786562233,43,98,85,B+,Good Pursuance,531591.0,"990 Rachel Parks Apt. 518, New Catherinechester, HI 91980",5
4133,Abigail Porter,9711893848,42,89,85,B+,Good Pursuance,595465.0,"741 Diaz Forge Apt. 425, East Nathanfurt, MT 41322",5
4134,Christina Vargas,9989587464,24,88,29,D,Poor Pursuance,595852.0,"25399 Sarah Ports Suite 509, Robertsmouth, VT 73048",5
4135,John Henderson,9123609596,55,96,92,A,Very Good Achivement,579668.0,"96771 Duncan Well, Port Amber, NE 11635",5
4136,James Doyle,9166832402,65,40,40,D,Poor Pursuance,535717.0,"98432 Jeffrey Points Suite 337, Holthaven, GU 96738",5
4137,Yvette Forbes,9997241830,57,90,70,B+,Good Pursuance,574531.0,"853 Murphy Plaza Apt. 106, Lake Nicholas, ND 91762",5
4138,Mr. Travis Williams,9472997732,40,46,56,D,Poor Pursuance,563357.0,"72338 Sandra Wall Apt. 009, East Scott, TX 68350",5
4139,Regina Butler,9285548851,61,40,91,B,Average Performance,596665.0,"900 Sheryl Run, Sandovalhaven, ID 31736",5
4140,David Yu,9851531620,60,47,80,B,Average Performance,563565.0,"2008 Jason Junctions, Rachelchester, AL 88617",5
4141,Michael Robinson,9868783176,66,72,95,B+,Good Pursuance,566831.0,"961 Stephanie Summit Apt. 988, East Nicoleborough, NJ 34066",5
4142,Lance Perez,9885637882,24,97,24,D,Poor Pursuance,576952.0,"143 Thomas Trafficway, Lake Brandonbury, NH 97049",5
4143,Leonard Flores,9882967805,43,66,71,C,Below Average Achivement,507009.0,"1459 Rodriguez Fields, Kennedyborough, NE 69666",5
4144,Sergio Cross,9229344922,26,61,27,D,Poor Pursuance,500563.0,"4096 Amanda Passage, New Robertfort, SC 37509",5
4145,Anita Davis,9649976768,98,78,20,B,Average Performance,594568.0,"9270 Norris Via Suite 256, Hardybury, IN 87425",5
4146,Nathan Torres DVM,9065149515,44,40,86,C,Below Average Achivement,539865.0,"8240 Foster Lights, Grantville, GA 08498",5
4147,Kimberly Walker,9899489714,64,77,22,C,Below Average Achivement,564145.0,"0589 Mccarthy Estate, East Nicholas, KY 47850",5
4148,Wendy Flores,9729728403,79,46,46,C,Below Average Achivement,585167.0,"75464 Garza Overpass Suite 323, Mccormickshire, MI 91916",5
4149,Christina Moore,9406382068,74,12,24,D,Poor Pursuance,576271.0,"6882 Marcus Alley, Lake Mitchellhaven, DC 22334",5
4150,Sharon Oconnor,9987756291,36,35,70,D,Poor Pursuance,575892.0,"34404 Carter Track Apt. 433, Cynthiaberg, MD 74088",5
4151,Kelly Marshall,9538146996,68,92,63,B+,Good Pursuance,524530.0,"USNS Case, FPO AE 76805",5
4152,Jonathan Green,9778435746,38,58,79,C,Below Average Achivement,599670.0,"USS Burton, FPO AE 54585",5
4153,Kevin Simmons,9432726280,47,39,10,F,Failed,518177.0,"1198 Michelle Mill Suite 548, West Ryanton, OH 71386",5
4154,Theresa Stephenson,9269759044,74,94,88,A,Very Good Achivement,562304.0,"63351 Angela Manors, Tylermouth, MO 78161",5
4155,Tammy Green,9163544227,68,79,86,B+,Good Pursuance,592481.0,"15599 Timothy Mews, New Geraldview, NH 98196",5
4156,Karen Cohen,9577761856,100,20,39,C,Below Average Achivement,515057.0,"87034 Randy Dam Suite 243, Wongberg, GU 57847",5
4157,Matthew Morgan,9361101603,91,11,12,D,Poor Pursuance,509326.0,"198 Miller Ranch, West Tylerview, TN 24524",5
4158,Ryan Wilson,9669046683,93,28,65,B,Average Performance,508963.0,"56291 Shaw Trail Suite 531, New Paulashire, MH 87155",5
4159,Michelle Taylor,9595178277,87,41,57,B,Average Performance,559558.0,"17659 Williams Isle Suite 978, New Carlstad, AZ 25816",5
4160,Douglas Phillips,9668699355,30,18,20,F,Failed,597267.0,"48344 Dudley Motorway, East Sabrina, NC 01293",5
4161,Ashley Black,9592195069,55,79,96,B+,Good Pursuance,550362.0,"053 Simpson Overpass, Woodstown, NH 52012",5
4162,Theodore Hooper,9477342395,66,35,85,B,Average Performance,545409.0,"9420 Victoria Islands, West Stefanie, TX 88138",5
4163,Michael Becker,9316499427,81,74,69,B+,Good Pursuance,590915.0,"24421 Susan Falls Suite 232, North Edward, GU 76755",5
4164,Victoria Aguirre,9148145358,32,91,18,D,Poor Pursuance,507781.0,"276 Cook Drives Apt. 908, North Jameschester, VT 91320",5
4165,Brian Evans,9082255462,87,66,98,A,Very Good Achivement,573034.0,"84620 Hanna Ramp Apt. 848, East Brian, IA 37707",5
4166,Michael Garcia,9065595987,82,25,84,B,Average Performance,542338.0,"048 Lindsay Springs Suite 801, Justinbury, DC 69140",5
4167,Stephanie Johnson,9069636504,12,49,11,F,Failed,569718.0,"PSC 7823, Box 9473, APO AE 34810",5
4168,Tracy Freeman,9334820198,72,47,70,B,Average Performance,535231.0,"888 Mathews Dam, Georgeberg, WV 34201",5
4169,Tammy Smith,9784884123,35,63,77,C,Below Average Achivement,579904.0,"428 Reid Skyway Suite 703, Angelchester, WV 19441",5
4170,Anthony Phillips,9591130217,13,71,20,D,Poor Pursuance,592412.0,"76707 Carol Corners, Mccannside, PW 90589",5
4171,Megan Blackwell,9100529270,19,90,87,B,Average Performance,544667.0,"071 John Trace, Lake Richardbury, AZ 31177",5
4172,Miguel Thomas,9452862633,41,97,35,C,Below Average Achivement,514346.0,"USCGC Hart, FPO AE 69829",5
4173,Michael Bender,9987196505,73,64,72,B,Average Performance,546247.0,"8875 Brandon Rest, West Christopherport, SC 21739",5
4174,Angelica Mayer,9674713150,64,36,88,B,Average Performance,537148.0,"6450 Scott Track Apt. 033, South Marie, CO 91422",5
4175,Sean Howard,9474922033,37,22,100,C,Below Average Achivement,533741.0,"USS Palmer, FPO AP 09083",5
4176,Eric Hull,9803328739,50,25,57,D,Poor Pursuance,514043.0,"39380 Alyssa Roads Suite 720, Ernestburgh, MS 59129",5
4177,Adrienne Peterson,9683982193,30,95,68,B,Average Performance,509047.0,"091 Johnson Key Apt. 825, Arielstad, AK 96003",5
4178,Joseph Grant,9622793975,47,55,37,D,Poor Pursuance,569356.0,"544 Daniel Mountain Suite 283, East Sarahfurt, WA 02708",5
4179,Denise Wallace,9437586308,30,32,26,F,Failed,579906.0,"888 Donald Forges Suite 297, Gonzalezhaven, ME 21181",5
4180,Alicia Shah,9324020280,98,89,54,B+,Good Pursuance,597650.0,"7702 Richard Springs Apt. 778, Mooreburgh, AS 83780",5
4181,Vincent Flores,9037908206,37,77,47,C,Below Average Achivement,511661.0,"77059 Allen Dam Suite 156, East Alexandraport, PA 69616",5
4182,Katherine Stewart,9147673963,21,41,18,F,Failed,576839.0,"USS Fox, FPO AA 06004",5
4183,Ashley Smith,9699542650,68,16,15,D,Poor Pursuance,525143.0,"USNV Reid, FPO AA 20423",5
4184,Kristen Johnson,9868478359,95,46,95,B+,Good Pursuance,544863.0,"9347 Justin Fort Apt. 343, Hartmanchester, MD 28807",5
4185,Rebecca White,9465253022,84,94,41,B+,Good Pursuance,569052.0,"6753 Harris Center Apt. 148, West Kelly, IN 81935",5
4186,Brian Gibson,9660428842,50,95,67,B,Average Performance,515454.0,"63243 Roy Oval, North Williemouth, OR 54846",5
4187,Deborah Hodges,9278145457,53,56,91,B,Average Performance,555810.0,"69296 Mcfarland Burg Apt. 237, Lake Thomaschester, NY 90110",5
4188,Robert Salazar,9426018083,53,49,84,B,Average Performance,581607.0,"071 Tate Bypass, East Jamie, KS 27275",5
4189,Anthony Becker,9021955188,41,61,44,D,Poor Pursuance,503058.0,"1948 Gina River, Loriberg, AL 64101",5
4190,Andrew Underwood,9477006270,18,88,49,C,Below Average Achivement,531851.0,"38191 Russell Hollow, Garciaside, IL 25494",5
4191,Teresa Grant,9692920565,19,18,70,D,Poor Pursuance,537100.0,"478 Smith Points, Lake Destinybury, ND 88238",5
4192,Sherry Jones,9402390881,89,48,15,D,Poor Pursuance,596167.0,"6428 Russell Station Apt. 286, Scottberg, IN 51970",5
4193,Ms. Lisa George,9724046941,63,60,37,C,Below Average Achivement,551587.0,"54243 Love Club, East Paul, IN 39484",5
4194,Jackson Thomas,9348822627,72,67,76,B+,Good Pursuance,590060.0,"79467 Charles Cove Apt. 227, Chanland, SC 83112",5
4195,Mark Anderson,9453265885,74,38,52,C,Below Average Achivement,508345.0,"148 Romero River, Hunterville, IN 07770",5
4196,Antonio Ryan,9041409662,41,74,28,D,Poor Pursuance,590897.0,"645 Williams Village Suite 119, Hernandeztown, WA 13109",5
4197,John Edwards,9571377021,38,20,32,F,Failed,506166.0,"74082 Aguilar Burg Apt. 801, South Jeremiahhaven, TN 47120",5
4198,Kimberly Kim,9364043337,89,90,33,B,Average Performance,561872.0,"491 Michael Points Suite 549, Huntton, KS 57326",5
4199,Christopher Browning,9666717309,43,97,11,D,Poor Pursuance,523080.0,"PSC 2978, Box 4362, APO AA 28643",5
4200,Lawrence Lee,9925503842,72,61,29,C,Below Average Achivement,575576.0,"344 Christopher Villages, Laneberg, NV 40539",5
4201,Scott Obrien,9529895792,46,28,70,D,Poor Pursuance,589096.0,"438 Rachel Heights Suite 279, South Jaclynland, GA 49312",5
4202,Laura Mata,9606797020,98,23,77,B,Average Performance,598761.0,"123 Singleton Circles Apt. 705, Port Taylor, ME 01371",5
4203,Adrienne Duran,9685849180,18,97,29,D,Poor Pursuance,513262.0,"42877 Neal Inlet, West Robertchester, IL 41755",5
4204,Jennifer Rice,9125069747,29,42,66,D,Poor Pursuance,506695.0,"9217 Latoya Avenue, West Aaron, MT 36764",5
4205,Joseph Ramos,9321690036,46,81,55,C,Below Average Achivement,505087.0,"715 Mary Isle, Carlosstad, VI 65125",5
4206,Melissa Davis,9227636614,22,47,48,D,Poor Pursuance,528624.0,"USS Smith, FPO AE 35325",5
4207,Kimberly Brown,9954613475,23,28,11,F,Failed,588548.0,"42233 William Common, Williamston, GA 21416",5
4208,Ashley Ward,9291538087,50,37,26,D,Poor Pursuance,535195.0,"72862 Cross Haven, Gainesstad, FM 44270",5
4209,Curtis Williams,9618975091,25,96,79,B,Average Performance,573504.0,"9710 Timothy Hill Apt. 295, East Cassidy, ID 21988",5
4210,Tracy Porter,9527039327,78,27,34,D,Poor Pursuance,564425.0,"146 Sanchez Extension Apt. 080, Bakerville, ID 95814",5
4211,James Mejia,9541823220,32,54,95,C,Below Average Achivement,572130.0,"8685 Vaughn Groves, Jamesport, PR 26063",5
4212,John Boyd,9045555946,19,41,94,C,Below Average Achivement,562077.0,"8528 Patel Island Apt. 266, Franklinport, UT 51164",5
4213,Bradley Anthony,9564352587,54,51,62,C,Below Average Achivement,546326.0,"PSC 0667, Box 0687, APO AE 10847",5
4214,Richard Haynes,9190177138,70,66,54,B,Average Performance,569141.0,"80908 Riley Mission Suite 413, East Maria, FL 76744",5
4215,Ashley Freeman,9076277172,20,97,69,B,Average Performance,572658.0,"3192 Martin Street, Webbville, MI 42879",5
4216,Ashley Rich,9650958791,72,62,93,B+,Good Pursuance,544377.0,"21330 Vasquez Spring, Port Wendyfurt, TN 98936",5
4217,Colin Hogan,9884990298,21,75,13,D,Poor Pursuance,558629.0,"818 Darren Hill Suite 180, Brandonburgh, VI 37594",5
4218,Ryan Rosales,9248798553,11,59,59,D,Poor Pursuance,564832.0,"PSC 9061, Box 8202, APO AP 45651",5
4219,Joshua Garrett,9414333378,43,80,85,B,Average Performance,510727.0,"830 Brown Radial, Rodriguezview, GA 06464",5
4220,Carrie Smith,9287086042,51,18,89,C,Below Average Achivement,575628.0,"USS Johnston, FPO AP 08020",5
4221,James Clark,9396923013,10,80,100,B,Average Performance,511026.0,"PSC 1474, Box 6760, APO AE 82739",5
